code_station;y;ECO_2016;ECO_2017;ECO_2018;BIO_2016;BIO_2017;BIO_2018;PC_2016;PC_2017;PC_2018;CHI_2016;CHI_2017;CHI_2018
05038050;6446340;2;2;U;2;2;U;2;2;2;2;2;2
05038090;6452950;2;2;U;2;2;U;2;2;2;U;U;U
05038100;6448530;3;3;U;3;3;U;2;2;2;5;5;U
05039000;6455400;4;4;U;4;4;U;2;2;2;2;2;2
05039150;6458940;2;2;U;2;2;U;2;2;2;2;2;U
05039200;6456170;3;3;U;3;3;U;2;2;2;2;2;2
05040000;6453460;3;3;U;3;3;U;U;U;U;U;U;U
05040100;6450760;2;2;U;2;2;U;2;2;2;2;2;U
05041000;6458250;3;3;U;3;3;U;1;2;2;2;2;2
05042000;6456690;3;3;U;3;3;U;2;2;2;2;2;2
05042050;6473250;2;2;U;2;2;U;2;2;2;2;2;2
05042060;6478370;2;2;U;1;2;U;1;2;2;2;2;2
05042065;6482010;3;3;U;3;3;U;U;U;U;U;U;U
05042070;6485860;2;2;U;2;2;U;1;1;2;2;2;U
05042071;6492720;2;2;U;1;2;U;2;2;2;U;U;U
05042072;6490090;3;3;U;2;2;U;2;2;2;2;2;U
05042073;6495560;3;2;U;U;1;U;3;2;3;2;5;5
05042074;6490990;3;3;U;U;1;U;2;2;2;2;2;2
05042080;6482460;4;3;U;4;3;U;2;2;2;2;2;2
05042085;6481100;3;3;U;3;3;U;2;2;2;2;2;2
05042090;6482010;2;2;U;U;U;U;2;2;2;U;U;U
05042095;6485840;2;2;U;2;2;U;2;2;2;2;2;U
05042930;6460500;3;3;U;3;3;U;2;2;2;U;U;U
05042950;6470590;2;2;U;2;2;U;2;2;2;U;U;U
05043000;6471320;2;2;U;2;2;U;2;2;2;2;2;2
05043050;6477240;3;3;U;3;3;U;2;2;2;2;2;2
05043300;6489830;3;4;U;3;4;U;2;3;3;2;2;2
05044000;6474140;3;3;U;3;3;U;2;2;2;2;2;2
05044200;6488820;2;2;U;2;2;U;2;2;2;U;U;U
05044232;6487050;2;2;U;2;2;U;2;1;2;U;U;U
05044250;6482260;2;2;U;1;1;U;2;2;2;2;2;2
05044300;6497090;3;3;U;3;3;U;2;2;2;2;2;2
05044310;6498900;3;3;U;3;3;U;2;2;2;U;U;U
05044950;6418460;2;2;U;2;2;U;2;2;2;U;2;2
05045000;6419900;3;3;U;U;U;U;3;3;3;U;U;U
05045050;6421420;2;2;U;2;2;U;2;2;3;U;U;U
05045100;6417230;3;3;U;3;3;U;2;2;2;2;2;2
05045110;6416600;U;3;U;U;3;U;U;U;5;U;U;5
05045128;6408920;U;2;U;U;2;U;U;U;3;U;U;5
05045130;6407570;U;2;U;U;2;U;U;U;2;U;U;5
05045170;6416530;4;4;U;4;4;U;U;U;5;U;U;5
05045185;6411270;3;4;U;3;4;U;U;U;4;U;U;5
05045186;6410790;U;4;U;U;4;U;U;U;U;U;U;U
05045190;6410020;5;5;U;5;5;U;U;U;U;U;U;U
05045200;6418240;3;4;U;U;4;U;4;2;4;U;U;U
05045250;6425390;5;5;U;5;5;U;4;4;4;2;5;2
05045400;6421100;4;4;U;4;4;U;4;4;4;2;2;2
05046000;6417800;3;3;U;3;3;U;1;2;2;2;2;2
05046100;6415850;4;4;U;4;4;U;3;3;3;5;5;5
05046300;6416420;4;4;U;4;4;U;U;U;U;U;U;U
05046675;6416350;3;3;U;U;U;U;3;3;2;2;2;2
05046685;6416070;U;3;U;U;U;U;2;3;2;2;2;2
05046700;6416920;5;4;U;5;4;U;3;3;3;2;2;2
05046740;6421660;2;2;U;2;2;U;2;2;2;U;U;U
05046800;6422160;3;2;U;3;2;U;3;2;2;2;2;U
05047000;6419170;3;2;U;3;2;U;1;1;2;2;2;5
05047050;6418680;2;2;U;2;2;U;2;2;2;2;2;2
05047200;6420160;2;2;U;2;2;U;2;2;2;U;U;U
05047300;6424340;3;3;U;3;3;U;1;2;2;2;2;U
05047450;6424570;2;2;U;1;1;U;2;2;4;2;2;U
05047500;6425100;2;2;U;2;2;U;2;2;2;2;2;2
05047510;6419700;3;3;U;3;3;U;3;2;3;2;2;2
05047550;6418510;2;3;U;2;2;U;2;4;2;2;2;2
05047600;6419120;3;3;U;2;3;U;3;3;3;2;2;2
05047710;6418510;3;3;U;U;U;U;3;3;3;U;U;U
05047720;6420010;4;4;U;4;4;U;2;2;2;U;U;U
05047750;6414130;3;3;U;3;3;U;2;2;2;2;2;2
05048000;6414240;2;2;U;2;2;U;2;2;2;2;2;2
05048010;6408190;2;3;U;2;3;U;2;2;2;U;U;U
05048015;6407910;3;3;U;3;3;U;2;2;2;2;2;2
05048210;6421690;3;3;U;2;3;U;3;3;3;2;2;2
05049000;6426410;3;4;U;3;4;U;3;3;3;2;2;2
05049200;6428080;3;3;U;3;3;U;2;2;2;2;2;2
05049220;6427580;2;2;U;2;2;U;2;2;2;U;U;U
05049300;6431100;2;2;U;2;2;U;2;2;2;2;2;2
05049860;6435770;2;2;U;1;1;U;2;2;2;2;2;2
05049950;6439230;2;2;U;2;2;U;2;2;2;2;2;2
05050000;6437440;2;2;U;2;2;U;2;2;2;2;2;2
05050010;6437300;3;3;U;3;3;U;2;1;1;5;2;2
05050800;6447380;2;3;U;2;2;U;2;3;3;2;2;2
05051000;6444580;3;3;U;3;3;U;2;2;3;2;2;U
05051050;6442700;2;2;U;1;U;U;2;2;2;U;U;U
05051100;6446520;2;2;U;2;2;U;2;2;2;2;2;2
05051120;6442400;2;2;U;2;2;U;2;2;2;2;2;U
05051200;6448190;2;2;U;2;2;U;2;2;2;U;U;U
05051300;6448950;3;3;U;3;3;U;3;2;2;U;U;U
05051350;6453880;2;2;U;2;2;U;2;2;2;2;2;U
05051500;6450200;3;3;U;3;3;U;2;2;2;2;2;2
05051520;6452080;3;3;U;3;3;U;2;2;2;2;2;U
05052000;6449240;3;3;U;3;3;U;3;3;3;2;5;2
05052100;6450950;4;3;U;4;3;U;3;2;3;2;2;U
05052540;6445120;2;2;U;1;1;U;2;2;2;2;2;2
05052550;6447520;3;3;U;3;3;U;2;2;2;U;U;U
05053000;6453140;3;2;U;2;2;U;2;2;2;2;5;2
05053010;6452870;3;2;U;3;2;U;2;2;2;U;U;U
05053030;6461340;3;3;U;3;3;U;2;2;2;2;5;2
05053060;6466830;3;3;U;3;3;U;2;2;2;2;2;U
05053080;6457620;2;2;U;2;2;U;2;2;2;2;2;2
05053085;6463550;3;3;U;3;3;U;2;2;2;2;2;U
05053086;6451870;5;5;U;5;5;U;5;5;5;U;U;U
05053090;6453430;3;3;U;3;3;U;4;4;4;2;2;2
05053100;6453650;2;2;U;2;2;U;2;2;2;2;2;2
05053110;6454400;3;3;U;3;3;U;2;2;2;U;U;2
05053910;6453990;2;2;U;2;2;U;2;2;2;U;U;U
05053920;6452460;2;2;U;2;1;U;2;2;2;U;U;U
05053925;6448110;2;2;U;2;2;U;2;2;2;U;U;U
05053930;6448680;2;2;U;2;2;U;1;2;2;2;2;U
05053950;6458330;2;2;U;2;1;U;2;2;2;U;U;U
05053960;6459360;3;3;U;3;3;U;2;2;2;2;2;U
05053975;6460130;3;2;U;2;2;U;3;2;2;2;5;5
05054010;6459790;2;2;U;2;2;U;2;2;2;2;2;U
05054020;6462620;2;2;U;1;1;U;2;2;1;2;2;U
05054030;6461880;2;2;U;2;2;U;2;2;2;2;2;U
05054060;6464310;2;2;U;2;2;U;2;2;2;U;U;U
05054190;6469020;2;2;U;2;2;U;2;2;1;2;2;U
05054200;6470860;2;2;U;2;2;U;2;2;2;5;5;U
05054550;6464640;3;3;U;3;3;U;2;2;2;U;U;U
05054600;6466990;4;4;U;4;4;U;2;2;2;5;5;2
05055000;6467630;2;2;U;2;1;U;2;1;1;2;2;2
05055105;6469500;2;2;U;2;1;U;2;1;1;2;2;U
05055150;6482410;2;3;U;2;3;U;2;3;3;2;2;2
05055200;6474470;2;2;U;2;2;U;2;2;2;U;U;U
05055550;6486030;3;3;U;3;3;U;1;1;1;2;2;U
05055555;6486830;2;1;U;1;1;U;2;1;2;U;U;U
05055600;6493850;3;3;U;3;3;U;2;2;2;2;2;U
05055800;6455780;3;2;U;1;1;U;3;2;3;2;2;2
05055900;6458820;3;2;U;2;2;U;2;2;2;2;2;2
05055910;6464720;3;3;U;3;3;U;2;2;2;U;U;U
05055920;6463140;3;3;U;3;3;U;2;2;2;2;2;2
05055930;6469080;2;2;U;1;2;U;2;1;1;2;2;U
05055940;6474400;5;5;U;5;5;U;2;2;2;2;2;2
05055950;6468420;2;2;U;1;2;U;2;2;2;2;2;U
05055960;6471840;2;2;U;2;2;U;2;2;2;U;U;U
05055965;6478050;2;2;U;2;2;U;2;2;2;U;U;U
05055970;6478700;2;2;U;2;2;U;2;2;2;2;2;2
05056000;6458830;2;2;U;2;2;U;2;2;2;2;2;2
05056600;6474570;3;3;U;3;3;U;2;2;2;U;U;U
05056700;6476330;2;2;U;U;U;U;2;1;1;2;2;U
05056800;6477390;2;2;U;2;2;U;1;1;1;U;U;U
05056850;6482260;2;2;U;2;2;U;2;2;2;U;U;U
05056900;6496650;2;2;U;U;U;U;2;2;2;U;U;U
05056950;6480910;3;3;U;U;U;U;3;3;3;U;U;U
05057000;6481940;2;2;U;1;1;U;2;1;2;2;2;2
05057050;6480740;2;2;U;2;2;U;2;1;1;2;2;2
05057098;6496280;2;2;U;2;2;U;2;1;1;2;2;U
05057099;6492740;2;2;U;U;U;U;2;1;2;U;U;U
05057100;6493890;2;2;U;2;2;U;2;2;2;U;U;U
05057105;6498070;1;1;U;1;1;U;1;1;2;U;U;U
05057120;6499880;2;2;U;U;U;U;1;1;3;U;U;U
05057140;6498560;3;4;U;3;4;U;1;2;3;2;2;2
05057150;6501910;3;3;U;3;3;U;2;2;3;2;2;2
05057180;6503120;3;3;U;1;1;U;4;3;4;U;U;U
05058100;6414840;2;2;U;2;2;U;2;1;1;2;2;2
05058105;6414610;3;3;U;3;3;U;2;5;3;U;U;U
05058120;6406920;4;4;U;4;4;U;3;3;2;2;2;U
05058600;6413540;2;2;U;2;2;U;2;2;2;2;2;2
05058922;6402220;3;3;U;3;3;U;2;2;2;U;U;U
05058928;6400530;2;2;U;U;U;U;2;2;2;2;2;2
05058935;6402090;3;3;U;3;3;U;3;2;2;U;U;U
05058937;6404350;2;3;U;U;U;U;2;3;3;U;U;U
05058938;6405790;3;4;U;3;4;U;2;2;2;U;U;U
05058940;6405990;2;2;U;U;U;U;2;2;2;U;U;U
05059000;6413480;2;3;U;2;2;U;2;3;3;2;2;U
05060000;6415880;5;5;U;5;5;U;3;3;3;U;U;U
05060001;6417350;U;3;U;U;U;U;U;3;3;U;U;U
05060200;6417150;2;2;U;2;2;U;2;2;2;2;2;2
05060400;6415340;2;3;U;1;2;U;2;3;3;2;2;2
05060500;6415230;3;2;U;3;2;U;2;2;2;2;2;U
05060600;6407930;4;4;U;4;4;U;3;3;4;U;U;U
05060602;6407410;3;2;U;U;U;U;5;2;2;U;U;U
05060603;6407050;U;U;U;U;U;U;1;1;1;U;U;U
05060900;6419880;3;3;U;3;3;U;2;3;3;5;2;2
05060920;6418770;3;3;U;3;3;U;1;1;1;2;U;U
05060924;6416280;U;U;U;U;U;U;1;1;1;U;U;U
05060926;6416340;2;2;U;2;1;U;2;2;2;U;U;U
05060930;6420400;3;3;U;1;1;U;3;3;3;U;U;U
05060940;6425800;2;2;U;2;2;U;2;2;2;U;U;U
05060950;6423170;2;2;U;2;2;U;2;2;2;2;2;2
05060960;6422200;3;3;U;U;U;U;3;3;2;U;U;U
05061000;6421520;1;3;U;1;1;U;1;3;3;U;U;U
05061050;6416960;3;2;U;3;2;U;1;2;2;U;U;U
05061090;6412260;U;3;U;U;3;U;U;U;U;U;U;U
05061100;6410010;3;2;U;3;2;U;3;2;2;2;2;U
05061110;6406410;2;3;U;2;3;U;2;3;2;2;2;2
05061112;6410350;2;2;U;U;U;U;2;2;2;U;U;U
05061120;6420640;U;U;U;U;U;U;2;2;2;U;U;U
05061130;6417180;3;3;U;3;3;U;3;3;3;U;U;U
05061150;6424160;3;3;U;U;U;U;3;3;1;U;U;U
05061200;6426310;2;2;U;2;2;U;2;2;2;2;U;U
05061228;6432950;2;2;U;U;U;U;2;2;3;U;U;U
05061229;6433370;3;3;U;3;3;U;4;3;3;U;U;U
05061230;6433000;2;2;U;2;2;U;2;2;2;2;2;2
05061240;6430240;2;2;U;2;2;U;2;2;2;2;2;U
05061245;6434400;3;3;U;U;U;U;3;3;4;U;U;U
05061250;6426180;U;U;U;U;U;U;2;2;2;U;U;U
05061300;6427040;3;3;U;3;3;U;3;3;3;2;2;2
05061350;6426840;3;3;U;U;U;U;3;3;1;U;U;U
05061400;6427350;2;2;U;2;2;U;2;2;2;U;U;U
05061500;6424840;2;2;U;2;2;U;2;2;2;2;2;2
05061680;6423570;U;U;U;U;U;U;2;1;1;U;U;U
05061700;6423030;U;U;U;U;U;U;2;2;2;U;U;U
05061850;6422640;U;U;U;U;U;U;2;2;2;U;U;U
05061900;6422390;3;3;U;3;3;U;3;3;2;2;2;2
05061940;6407800;2;2;U;U;U;U;2;2;2;2;2;U
05061942;6415890;2;3;U;2;3;U;2;2;2;2;2;2
05061944;6414700;U;U;U;U;U;U;2;2;2;U;U;U
05061945;6414050;2;2;U;2;2;U;2;2;2;U;U;U
05061950;6418758;3;3;U;2;2;U;2;2;2;5;5;U
05061980;6419490;U;3;U;U;3;U;U;2;2;U;U;U
05061982;6419470;2;3;U;1;3;U;2;2;2;U;U;U
05062010;6417750;2;3;U;1;3;U;2;2;2;U;U;U
05062015;6412040;2;3;U;2;3;U;2;3;3;U;U;U
05062016;6410290;3;3;U;U;U;U;3;3;3;U;U;U
05062017;6410220;3;3;U;U;U;U;3;3;2;U;U;U
05062019;6409760;U;3;U;U;3;U;U;2;2;U;U;U
05062950;6424300;U;U;U;U;U;U;2;2;2;U;U;U
05063000;6424800;3;3;U;3;3;U;2;2;2;2;2;2
05063100;6426330;U;U;U;U;U;U;1;2;1;U;U;U
05063150;6428740;2;2;U;1;1;U;2;2;2;2;2;U
05063350;6427490;2;2;U;1;1;U;2;2;2;2;2;U
05063400;6425060;2;2;U;1;1;U;2;2;2;U;U;U
05063800;6431080;2;2;U;2;2;U;2;2;2;U;U;U
05063850;6424810;U;U;U;U;U;U;U;U;U;2;2;U
05063900;6424530;3;3;U;3;3;U;3;3;2;U;U;U
05063950;6432990;3;3;U;3;3;U;2;2;2;2;2;2
05063980;6421940;4;3;U;4;3;U;5;5;5;2;2;U
05063984;6420480;4;4;U;4;4;U;5;5;5;2;2;U
05063985;6423140;3;3;U;3;3;U;2;2;2;U;U;U
05063990;6418800;2;2;U;1;1;U;2;2;2;2;2;U
05064000;6420540;3;3;U;3;3;U;3;3;2;2;2;2
05064120;6421950;3;3;U;3;3;U;3;3;3;2;2;2
05064750;6422960;2;2;U;1;2;U;2;2;2;2;2;U
05065000;6430930;3;3;U;3;3;U;3;2;2;2;2;2
05065480;6440620;3;3;U;3;3;U;U;U;U;U;U;U
05065500;6442310;2;2;U;2;2;U;2;2;1;2;2;2
05066000;6429650;3;3;U;3;3;U;2;2;2;2;2;2
05066090;6439940;2;2;U;2;2;U;2;2;2;U;U;U
05066100;6438920;U;3;U;U;3;U;U;U;U;U;U;U
05066910;6424530;3;3;U;U;U;U;3;3;3;U;U;U
05066950;6431010;2;2;U;U;U;U;2;2;2;U;U;U
05067000;6436730;2;2;U;2;2;U;2;2;2;2;2;2
05067800;6440400;2;2;U;1;1;U;2;2;2;2;2;2
05067950;6441930;2;2;U;1;2;U;2;2;2;2;5;2
05068000;6443120;2;2;U;2;2;U;2;2;2;U;U;U
05068020;6439820;2;2;U;2;2;U;2;2;2;5;5;2
05068030;6443280;2;2;U;1;1;U;2;2;2;U;U;U
05068032;6447350;5;5;U;5;5;U;4;3;4;U;U;U
05068080;6440700;2;2;U;2;2;U;2;2;2;5;5;U
05068120;6439310;2;2;U;1;2;U;2;2;2;2;2;U
05068140;6441660;2;2;U;2;2;U;2;2;2;2;2;U
05068145;6441720;3;2;U;3;2;U;2;2;2;2;2;U
05068150;6446820;2;2;U;2;2;U;2;2;2;2;2;2
05068160;6447550;3;3;U;U;U;U;3;3;2;2;2;2
05068170;6447000;2;2;U;1;2;U;2;2;2;U;U;U
05068180;6444680;2;2;U;2;2;U;2;2;2;U;U;U
05068260;6443640;3;3;U;U;U;U;3;3;2;U;U;U
05068270;6443800;2;2;U;2;2;U;2;2;2;2;5;5
05068300;6444170;2;2;U;1;1;U;2;2;2;2;2;5
05068350;6447190;2;2;U;2;2;U;2;2;2;U;U;U
05068355;6448730;2;2;U;2;2;U;2;2;2;2;5;5
05068367;6466730;3;2;U;2;1;U;3;2;2;U;U;U
05068368;6470090;2;2;U;1;1;U;2;2;1;2;2;U
05068369;6474890;2;2;U;2;2;U;2;2;2;2;2;U
05068370;6475700;2;2;U;U;U;U;2;2;2;U;U;U
05068371;6468330;2;2;U;1;1;U;2;2;1;U;U;U
05068400;6461940;2;3;U;2;3;U;2;2;1;2;2;2
05068410;6469070;2;1;U;1;1;U;2;1;1;U;U;U
05068420;6471780;2;2;U;1;1;U;2;2;2;2;2;U
05068460;6477270;2;3;U;1;1;U;2;3;3;U;U;U
05068470;6479940;3;3;U;3;3;U;4;4;4;2;5;2
05068475;6481560;2;2;U;1;1;U;2;2;2;U;U;U
05068480;6491350;3;3;U;3;3;U;2;2;2;U;U;U
05068485;6492590;1;1;U;1;1;U;1;1;1;U;U;U
05068500;6457180;3;2;U;3;U;U;2;2;U;2;2;U
05068505;6455560;2;2;U;2;2;U;2;2;2;2;2;U
05068510;6453200;3;3;U;3;3;U;2;2;2;U;U;U
05068530;6453240;3;2;U;U;2;U;3;2;2;U;U;U
05068600;6463930;3;3;U;3;3;U;3;3;2;U;U;U
05068630;6466610;2;3;U;2;3;U;2;2;2;U;U;U
05068640;6462490;2;2;U;2;2;U;2;2;2;2;2;2
05068645;6454070;2;2;U;2;2;U;2;2;2;2;5;2
05068650;6474010;3;3;U;3;3;U;2;2;2;U;U;U
05068655;6483690;2;2;U;1;1;U;1;1;2;2;2;U
05068660;6467030;3;3;U;3;3;U;3;3;2;2;2;U
05068700;6482110;2;2;U;2;2;U;2;2;2;2;2;2
05068750;6490530;3;2;U;2;2;U;2;2;2;2;2;2
05068760;6490820;3;2;U;3;2;U;2;2;2;2;2;2
05068775;6498800;2;2;U;U;U;U;1;1;1;U;U;U
05068820;6498570;2;2;U;U;U;U;1;1;1;U;U;U
05068850;6510650;2;2;U;2;2;U;2;2;2;U;U;U
05068890;6475860;2;3;U;2;3;U;2;2;2;2;2;5
05068905;6473140;2;2;U;U;1;U;2;2;2;U;U;U
05068907;6476870;3;3;U;3;3;U;3;2;2;U;U;U
05068910;6473000;3;3;U;U;U;U;3;3;2;2;2;U
05068912;6472560;3;2;U;3;2;U;2;2;2;U;U;U
05068915;6457480;3;3;U;2;2;U;3;3;2;U;U;U
05068916;6454520;3;3;U;3;3;U;3;3;3;U;U;U
05068920;6467530;3;3;U;3;3;U;3;3;2;2;5;2
05068927;6463460;2;2;U;2;2;U;2;2;2;U;U;U
05068935;6470720;3;3;U;U;U;U;3;3;2;2;2;U
05068938;6464760;2;2;U;2;2;U;2;2;2;U;U;U
05068940;6471030;3;3;U;U;U;U;3;3;3;2;2;U
05068945;6451140;3;2;U;U;U;U;3;2;2;2;2;U
05068948;6449000;2;2;U;1;1;U;2;2;2;5;5;U
05068950;6473250;2;2;U;U;U;U;2;2;2;2;2;U
05068955;6478720;2;2;U;1;2;U;2;2;2;2;2;U
05068960;6476740;2;2;U;1;2;U;2;2;2;U;U;U
05068995;6459080;2;2;U;2;2;U;2;2;2;U;U;U
05069000;6477260;2;2;U;2;2;U;2;2;2;2;2;5
05069200;6483950;2;2;U;1;1;U;1;1;1;2;2;U
05069220;6475800;1;2;U;1;1;U;1;2;1;U;U;U
05069222;6478980;2;2;U;U;U;U;2;2;2;U;U;U
05069224;6477400;3;3;U;U;U;U;3;3;3;U;U;U
05069225;6477100;3;3;U;U;U;U;3;3;2;U;U;U
05069230;6479180;2;2;U;1;1;U;2;2;2;5;5;U
05069242;6481880;2;2;U;2;2;U;2;2;2;U;U;U
05069245;6484580;1;1;U;1;1;U;1;1;1;U;U;U
05069248;6483730;2;2;U;U;U;U;2;1;2;U;U;U
05069250;6486150;2;2;U;2;2;U;2;2;2;U;U;U
05069260;6488930;2;2;U;U;U;U;2;2;2;U;U;U
05069300;6488660;2;3;U;U;U;U;2;3;4;2;2;U
05069310;6491590;2;2;U;2;1;U;2;2;2;U;U;U
05069350;6493730;2;2;U;1;1;U;1;1;1;2;2;U
05069360;6490200;2;2;U;U;U;U;2;2;2;U;U;U
05069400;6498550;3;3;U;3;3;U;2;2;2;2;2;2
05069450;6498840;1;1;U;1;1;U;1;1;1;U;U;U
05069510;6500470;2;2;U;1;1;U;2;2;1;U;U;U
05069750;6499540;2;2;U;2;2;U;2;2;2;U;U;U
05069800;6505070;3;2;U;1;1;U;4;2;4;U;U;U
05069900;6504510;2;2;U;2;2;U;2;2;2;2;2;2
05069910;6503160;1;2;U;1;2;U;1;2;1;U;U;U
05069940;6507510;2;2;U;1;1;U;2;2;1;U;U;U
05069970;6511640;2;2;U;1;1;U;2;2;2;U;U;U
05069972;6515900;2;3;U;2;2;U;2;3;3;U;U;U
05069975;6519660;3;3;U;2;2;U;4;4;4;U;U;U
05069978;6520790;2;3;U;2;2;U;2;4;4;U;U;U
05069980;6522980;3;3;U;3;3;U;4;4;4;U;U;U
05071280;6496140;2;2;U;2;2;U;2;2;2;U;U;U
05071300;6495940;2;2;U;2;2;U;2;2;2;2;2;2
05072000;6500570;3;3;U;3;3;U;2;2;2;U;U;U
05072050;6498940;3;3;U;3;3;U;2;2;2;2;2;2
05072130;6508020;3;3;U;U;U;U;5;5;5;5;5;U
05072140;6500510;4;5;U;4;5;U;3;3;3;U;U;U
05072148;6487760;3;4;U;U;4;U;3;3;3;U;U;U
05072150;6488730;3;4;U;U;4;U;4;4;4;2;2;2
05072215;6479740;3;U;U;3;2;U;U;U;U;U;U;U
05073000;6433930;3;3;U;U;U;U;4;4;4;5;5;U
05073100;6432690;3;3;U;U;U;U;5;5;5;2;5;2
05073798;6430270;3;3;U;U;U;U;3;5;5;U;U;U
05073800;6430160;3;3;U;3;3;U;3;4;4;2;2;2
05073860;6429740;3;3;U;U;U;U;3;3;3;U;U;U
05073903;6429150;3;3;U;U;U;U;3;5;5;U;U;U
05073905;6428410;3;3;U;U;U;U;3;5;5;U;U;U
05073910;6428540;3;3;U;U;U;U;3;4;4;U;U;U
05073920;6428510;3;3;U;U;U;U;3;3;3;U;U;U
05073952;6426660;3;U;U;U;U;U;4;2;2;U;U;U
05074000;6427920;4;4;U;4;4;U;2;2;2;2;5;2
05074100;6427000;5;4;U;5;4;U;4;4;4;5;2;5
05074416;6425500;4;4;U;4;4;U;4;3;3;U;U;U
05074418;6424670;3;3;U;U;U;U;4;4;4;U;U;U
05074430;6427200;3;3;U;U;U;U;5;5;5;U;U;U
05074460;6424930;3;3;U;U;U;U;3;3;3;U;U;U
05074467;6423130;3;3;U;U;U;U;3;3;3;U;U;U
05074470;6421130;3;3;U;2;2;U;3;3;3;U;U;U
05074500;6417920;5;5;U;5;5;U;4;4;4;5;5;5
05074550;6412610;3;3;U;3;3;U;U;U;U;U;U;U
05074580;6419580;5;5;U;5;5;U;2;2;4;5;5;U
05074600;6415700;3;3;U;3;3;U;2;3;3;2;2;2
05074630;6414270;3;3;U;U;U;U;5;5;5;2;5;5
05074700;6412960;4;4;U;4;4;U;3;4;4;2;5;2
05074710;6411220;4;4;U;4;4;U;3;3;3;U;U;U
05074750;6407120;4;3;U;4;3;U;4;3;4;2;2;U
05074800;6404740;3;3;U;3;U;U;4;4;4;2;2;2
05074805;6402430;3;U;U;3;2;U;U;U;U;U;U;U
05074840;6401850;3;3;U;3;3;U;5;5;4;2;2;U
05074900;6402970;3;3;U;3;3;U;4;4;4;U;U;U
05074920;6391060;3;3;U;3;3;U;4;3;4;5;5;2
05075000;6406360;3;3;U;U;U;U;5;5;5;5;5;U
05075200;6407610;4;4;U;4;4;U;4;4;4;2;2;2
05075250;6408040;3;3;U;3;3;U;2;2;2;2;2;U
05075650;6395570;3;3;U;2;2;U;5;5;5;U;U;U
